iter	Logloss
112	0.07376952906
113	0.07358112954
114	0.07338651279
115	0.0729764831
116	0.07265445156
117	0.07236939623
118	0.0719030169
119	0.07130641782
120	0.07112641524
121	0.07090112932
122	0.07048394366
123	0.07028260167
124	0.07014322338
125	0.06982883183
126	0.06956326241
127	0.06933418934
128	0.06912214307
129	0.06885316485
130	0.06865699436
131	0.06842359008
132	0.06814117184
133	0.06794106968
134	0.06779264958
135	0.06759702978
136	0.06738997745
137	0.06711500263
138	0.0668761728
139	0.06671685402
140	0.06657612114
141	0.06633445931
142	0.06615343132
143	0.06599696168
144	0.06544367301
145	0.06527519822
146	0.06511224504
147	0.06455488957
148	0.06438887012
149	0.06416271056
150	0.06396898558
151	0.06381824505
152	0.06364434691
153	0.0632870516
154	0.06313138095
155	0.06295029359
156	0.06277447417
157	0.06258625098
158	0.06240726792
159	0.06223772235
160	0.06202267653
161	0.06188232159
162	0.06174235624
163	0.06162372072
164	0.06149892162
165	0.06102717904
166	0.06084473269
167	0.0606237283
168	0.06048969198
169	0.06021955981
170	0.06007389384
171	0.05985019998
172	0.05967269899
173	0.0595442843
174	0.05945762001
175	0.0592829426
176	0.05915169353
177	0.05891966628
178	0.05882370413
179	0.05865652206
180	0.05849005492
181	0.05824630785
182	0.05814565747
183	0.05797480446
184	0.05782124542
185	0.05748579095
186	0.05735684905
187	0.05720886078
188	0.05711459639
189	0.05698041106
190	0.05685769687
191	0.05669739287
192	0.05659784037
193	0.05651471826
194	0.05639829573
195	0.05626123212
196	0.05612489631
197	0.05603168128
198	0.05587530902
199	0.05577864797
200	0.05567970753
201	0.05549414457
202	0.05538932575
203	0.05519659076
204	0.05509304754
205	0.05495885134
206	0.05482661677
207	0.05471779723
208	0.05457382129
209	0.05445431652
210	0.05433968585
211	0.05422735318
212	0.05410173826
213	0.05398748399
214	0.05386479375
215	0.05377909938
216	0.05369405985
217	0.05354911959
218	0.05341933676
219	0.05334957882
220	0.05322769778
221	0.05315313681
222	0.05307042741
223	0.05300228399
224	0.05291204173
225	0.05280797916
226	0.05266783695
227	0.05255572519
228	0.05246933192
229	0.05233183176
230	0.05216263959
231	0.05206975673
232	0.051956594
233	0.05180661332
234	0.05160975698
235	0.05151405727
236	0.05144877084
237	0.05132876378
238	0.05126414048
239	0.05121460381
240	0.05114688257
241	0.05097703593
242	0.05088101461
243	0.05083831474
244	0.05068442353
245	0.05058661666
246	0.05048632734
247	0.05044761513
248	0.05037696405
249	0.0503163809
250	0.05024286113
251	0.05015631242
252	0.05007962071
253	0.04998396486
254	0.04990546886
255	0.0497352571
256	0.04960136908
257	0.04950402807
258	0.04944672936
259	0.04937794024
260	0.0492912983
261	0.04923188767
262	0.04912677254
263	0.04902099359
264	0.04888420635
265	0.04880569787
266	0.04873628998
267	0.048632991
268	0.04858627996
269	0.04851243719
270	0.0484267054
271	0.04834140063
272	0.04824272207
273	0.04817762144
274	0.04806868658
275	0.04801752537
276	0.04794353781
277	0.04782782996
278	0.04777241657
279	0.04764416013
280	0.04755115912
281	0.04744165563
282	0.0473511984
283	0.04728765871
284	0.04720990493
285	0.04716470371
286	0.04709243896
287	0.04705095258
288	0.04690379966
289	0.0468112097
290	0.04675400256
291	0.04668037897
292	0.04662963475
293	0.04656130525
294	0.04642720858
295	0.04634603423
296	0.04621546103
297	0.04615318558
298	0.04609583095
299	0.04604724581
300	0.04592021103
301	0.0458861784
302	0.04580861739
303	0.04575737411
304	0.04570114324
305	0.0455775693
306	0.04554037832
307	0.04548994761
308	0.04542398375
309	0.04527593108
310	0.04521657775
311	0.04512342991
312	0.04508367692
313	0.04504392516
314	0.04499330704
315	0.04489941078
316	0.04481698122
317	0.04472891803
318	0.0446743181
319	0.04462045888
320	0.04454331486
321	0.04445920683
322	0.0443847839
323	0.04431334582
324	0.04424494592
325	0.04413780622
326	0.04406490334
327	0.04403648177
328	0.04397953798
329	0.04392844791
330	0.04388276874
331	0.0438141041
332	0.04369265143
333	0.0436134452
334	0.04355200876
335	0.04345212286
336	0.04339365102
337	0.04332994797
338	0.04325572426
339	0.0432098134
340	0.04316953951
341	0.04309632935
342	0.04306324388
343	0.04303319252
344	0.04300550739
345	0.04296496801
346	0.04290250389
347	0.04284376844
348	0.04274156719
349	0.04265618381
350	0.04260568178
351	0.04255340491
352	0.04250749079
353	0.0424285514
354	0.0423883781
355	0.04232910866
356	0.0422590884
357	0.04220713531
358	0.04212683604
359	0.04207341933
360	0.04201882399
361	0.04196821348
362	0.04191094833
363	0.04186117152
364	0.04181300931
365	0.04177132549
366	0.04172299511
367	0.04167598145
368	0.04160599051
369	0.04157148928
370	0.04152937393
371	0.0414571272
372	0.04141412435
373	0.0413538685
374	0.04131797245
375	0.04128464323
376	0.04124046685
377	0.04117202447
378	0.04110644746
379	0.04107915291
380	0.04102856424
381	0.04098071145
382	0.04090968979
383	0.04083627214
384	0.04074595264
385	0.04066946599
386	0.04062855117
387	0.04059007729
388	0.04047222467
389	0.04043927094
390	0.0403313058
391	0.04027432894
392	0.04022629675
393	0.04018218073
394	0.04014678954
395	0.04010770018
396	0.04006781803
397	0.04003324067
398	0.0399886075
399	0.0399217109
400	0.03977427795
401	0.03972075662
402	0.03969089509
403	0.03965536271
404	0.03960665413
405	0.03955354646
406	0.03951213957
407	0.03945583429
408	0.03939842876
409	0.03937658407
410	0.03933882065
411	0.03930971947
412	0.0392636881
413	0.03919615052
414	0.03915838591
415	0.0391234365
416	0.03907634172
417	0.03902828265
418	0.03897788392
419	0.03894986409
420	0.03890392803
421	0.03888353981
422	0.03886460974
423	0.03881185785
424	0.03875751823
425	0.03870365073
426	0.03866479279
427	0.03863472557
428	0.03860734858
429	0.03856929269
430	0.03853942973
431	0.03849748039
432	0.03845483418
433	0.03842706392
434	0.03833811321
435	0.03829624224
436	0.0382749572
437	0.03822990371
438	0.03817929602
439	0.03813596159
440	0.03810852794
441	0.03807953594
442	0.03805348954
443	0.03801541975
444	0.0379763958
445	0.03793568785
446	0.0378949569
447	0.03782997557
448	0.03780312179
449	0.03777965741
450	0.03775081621
451	0.0377199531
452	0.03768604828
453	0.03765487513
454	0.03762191168
455	0.03759815919
456	0.03756717025
457	0.03747541093
458	0.0374400826
459	0.03738236172
460	0.03733292277
461	0.03728203014
462	0.03723866772
463	0.03719275546
464	0.03716291284
465	0.03712838357
466	0.03707576963
467	0.037022767
468	0.03693770273
469	0.03690535853
470	0.03688055607
471	0.03683182876
472	0.03680170849
473	0.03676977732
474	0.03674513215
475	0.03672723667
476	0.03669620741
477	0.0366630558
478	0.03664240166
479	0.03661959594
480	0.03658962211
481	0.03657010681
482	0.03654534489
483	0.03652337146
484	0.03648758989
485	0.03646659709
486	0.03641732868
487	0.03639475415
488	0.03636456374
489	0.03633812433
490	0.03631734934
491	0.03629386069
492	0.03625157247
493	0.03621003201
494	0.03612562394
495	0.03609638586
496	0.03605751794
497	0.03600134207
498	0.03597216399
499	0.0359297069
500	0.03590726971
501	0.0358550267
502	0.03580805415
503	0.03577565632
504	0.03573810139
505	0.0356980615
506	0.03565877483
507	0.03563048923
508	0.03559334664
509	0.03554619566
510	0.03550747142
511	0.03546902197
512	0.03544732743
513	0.03541525545
514	0.0353768995
515	0.03531912467
516	0.03528123053
517	0.0352564636
518	0.03522596143
519	0.03520162214
520	0.03516535416
521	0.03513927223
522	0.03509694113
523	0.03507126208
524	0.03499601216
525	0.03496334577
526	0.03491722191
527	0.03489736644
528	0.03486322909
529	0.03484354223
530	0.03481660194
531	0.03479759223
532	0.03476229604
533	0.03473657082
534	0.03471016425
535	0.03465805197
536	0.03462529366
537	0.03459054815
538	0.03457354696
539	0.034521583
540	0.03449917154
541	0.0344763798
542	0.03445584439
543	0.03444226515
544	0.03442323356
545	0.03438957667
546	0.03436460528
547	0.03433556611
548	0.03431431511
549	0.03423284839
550	0.03420586559
551	0.03418690316
552	0.03415305963
553	0.03412038467
554	0.03408999595
555	0.0340647503
556	0.03404679516
557	0.0339761313
558	0.03394888442
559	0.0339274281
560	0.03390615569
561	0.03388992819
562	0.03387620006
563	0.03384100096
564	0.03377231914
565	0.03373902502
566	0.03372251732
567	0.03369653588
568	0.03367090843
569	0.03365045622
570	0.03362757155
571	0.03360605303
572	0.03357751284
573	0.03353939167
574	0.03350959164
575	0.03346719674
576	0.03344274099
577	0.03340139599
578	0.03334219635
579	0.0333154258
580	0.03325533177
581	0.03323481496
582	0.03320846819
583	0.03319048167
584	0.03316168036
585	0.03311330932
586	0.03309082309
587	0.03306317086
588	0.03303644002
589	0.03301264895
590	0.03299569252
591	0.0329469767
592	0.03293113035
593	0.03290720504
594	0.03287304277
595	0.03286019244
596	0.03284398731
597	0.03280579378
598	0.03278096609
599	0.03276060154
600	0.03271755702
601	0.03268925587
602	0.03265101546
603	0.03262860067
604	0.03260696962
605	0.03258026373
606	0.03255098624
607	0.03253630462
608	0.0324898962
609	0.03245441471
610	0.03243530896
611	0.03241711601
612	0.03239324511
613	0.03237413303
614	0.03235700085
615	0.03231657059
616	0.0322889069
617	0.03223580764
618	0.03221701929
619	0.0321988679
620	0.03216790204
621	0.03215038732
622	0.0321337901
623	0.03210144728
624	0.03208395364
625	0.03205950542
626	0.03202459673
627	0.03200018589
628	0.03197737084
629	0.03194840817
630	0.03190537747
631	0.03187870121
632	0.0318645265
633	0.03184472831
634	0.03181637509
635	0.03180133339
636	0.0317839525
637	0.03176168453
638	0.03172265218
639	0.03170684125
640	0.03165930947
641	0.03164504716
642	0.03161227517
643	0.03157879534
644	0.03155934487
645	0.03151186775
646	0.03148098041
647	0.03145868498
648	0.0314315844
649	0.03141976186
650	0.03139891649
651	0.03136494978
652	0.03134466174
653	0.03132507661
654	0.03129650984
655	0.03126923895
656	0.03124838231
657	0.03123374353
658	0.03122187256
659	0.03116808883
660	0.03115435235
661	0.03113231089
662	0.03110928352
663	0.0310860867
664	0.03106255535
665	0.03102240761
666	0.03098960558
667	0.03096346971
668	0.03093333166
669	0.03090845066
670	0.03088884376
671	0.03086423898
672	0.03083022653
673	0.03081018213
674	0.03078922123
675	0.03074963713
676	0.03071511015
677	0.03068030565
678	0.03066943386
679	0.03064684923
680	0.03063659954
681	0.03061836231
682	0.03060302038
683	0.0305764456
684	0.03055214363
685	0.03052384902
686	0.03050119796
687	0.03046010199
688	0.03044321541
689	0.03041793262
690	0.03038635999
691	0.03032505514
692	0.03029231712
693	0.0302651455
694	0.030236699
695	0.03021711835
696	0.03020396086
697	0.0301855897
698	0.03017004211
699	0.03009734745
700	0.03005533503
701	0.0300066992
702	0.02996766368
703	0.029933689
704	0.02988721829
705	0.02984113966
706	0.02980612815
707	0.0297867342
708	0.02976836846
709	0.02975056067
710	0.02973621807
711	0.02971939497
712	0.02968537272
713	0.02966907675
714	0.02965400761
715	0.02961484568
716	0.02957894216
717	0.02956317658
718	0.02953012548
719	0.02951828604
720	0.02948644188
721	0.02946352413
722	0.02942456911
723	0.02938854446
724	0.02935530496
725	0.02931720215
726	0.02928650503
727	0.0292600273
728	0.02923328733
729	0.02921056505
730	0.0291894358
731	0.02915831
732	0.02912835274
733	0.02907821386
734	0.02905678235
735	0.02902715957
736	0.02900172974
737	0.0289485011
738	0.02892193159
739	0.02890065104
740	0.02888380368
741	0.02885764321
742	0.02881281421
743	0.02877305327
744	0.02875620488
745	0.02873717029
746	0.02869867984
747	0.02867921667
748	0.02865657697
749	0.02863224786
750	0.02861815103
751	0.02860991309
752	0.0285968073
753	0.02857459848
754	0.0285184869
755	0.02848268394
756	0.02844712615
757	0.02841959048
758	0.02840749902
759	0.02838972392
760	0.0283477279
761	0.02830429457
762	0.02826781538
763	0.02826117517
764	0.02823219912
765	0.02819509078
766	0.02815632228
767	0.02814325998
768	0.0281264783
769	0.0281008056
770	0.02806943696
771	0.02805011735
772	0.02803030674
773	0.02801330144
774	0.02799329322
775	0.02798398116
776	0.02793834765
777	0.02791191867
778	0.02790034501
779	0.02788790636
780	0.02785695878
781	0.02783312759
782	0.027821648
783	0.02779934249
784	0.02778872535
785	0.02776946347
786	0.02774579945
787	0.02771740922
788	0.02770762902
789	0.02767455753
790	0.02766406716
791	0.02763584603
792	0.02758800134
793	0.02756978498
794	0.02754419793
795	0.02752724135
796	0.02751165852
797	0.02748699357
798	0.02744102954
799	0.02741910521
800	0.0273958353
801	0.02737335138
802	0.02735851367
803	0.0273392958
804	0.02731754651
805	0.02730234368
806	0.02728655378
807	0.02725980811
808	0.02724660768
809	0.02722011242
810	0.02719588888
811	0.02717724411
812	0.02715968875
813	0.02714419873
814	0.02713731527
815	0.02712781653
816	0.02710116696
817	0.02708242383
818	0.02703890965
819	0.02700983836
820	0.02698112428
821	0.02697251202
822	0.02696259693
823	0.02693856132
824	0.02690658568
825	0.02688627789
826	0.02687023093
827	0.02686068122
828	0.02684110041
829	0.02682552254
830	0.02681134393
831	0.02678055719
832	0.02676122051
833	0.02673535379
834	0.02672598357
835	0.02671347875
836	0.0267019176
837	0.02668399288
838	0.02667307794
839	0.02666000023
840	0.02664701342
841	0.02662084462
842	0.02660831922
843	0.0265710347
844	0.02654322971
845	0.02652394183
846	0.02650896432
847	0.0264984986
848	0.02648204088
849	0.02645239486
850	0.02644658598
851	0.02643681839
852	0.02641634141
853	0.02640380569
854	0.02639095012
855	0.02637590495
856	0.02636086942
857	0.02634562319
858	0.02633027321
859	0.02631487361
860	0.02627164679
861	0.02624951352
862	0.02622466667
863	0.02620755289
864	0.02618971188
865	0.02618028956
866	0.02616602427
867	0.02614217312
868	0.02612734594
869	0.02610712952
870	0.02609830885
871	0.02608337931
872	0.02606166159
873	0.0260523446
874	0.02604393228
875	0.02603547518
876	0.02601632137
877	0.02599647975
878	0.02598337784
879	0.02596758496
880	0.02595898005
881	0.02594569177
882	0.02593455854
883	0.02590687042
884	0.0258924528
885	0.02587897363
886	0.02584360551
887	0.02581545455
888	0.02579603023
889	0.0257728392
890	0.02576493267
891	0.02573925904
892	0.02572573791
893	0.02568617063
894	0.02567560067
895	0.02564942023
896	0.0256380174
897	0.02562380232
898	0.02561308317
899	0.02560308006
900	0.02558602882
901	0.02557359189
902	0.02553838136
903	0.02553003163
904	0.02549885901
905	0.02547763584
906	0.0254523661
907	0.02542934803
908	0.02541322678
909	0.02540191478
910	0.02538376293
911	0.02537404816
912	0.02535460857
913	0.02533509133
914	0.02531727451
915	0.02529977281
916	0.02528019306
917	0.02526220329
918	0.02524573574
919	0.02522970852
920	0.02519944919
921	0.02519023814
922	0.02518159577
923	0.02516548308
924	0.02511118362
925	0.02509294684
926	0.02507899799
927	0.02506395625
928	0.02505267158
929	0.0250374427
930	0.02501145454
931	0.02498343735
932	0.0249752003
933	0.02495928676
934	0.02492923866
935	0.02491217124
936	0.02489662615
937	0.02488038184
938	0.02487122531
939	0.02485391862
940	0.0248362639
941	0.02482126207
942	0.02480052686
943	0.02477541245
944	0.02476144381
945	0.0247348292
946	0.02471378795
947	0.02468086601
948	0.02466735387
949	0.0246452794
950	0.02461807026
951	0.02458569763
952	0.02457247728
953	0.02454526148
954	0.0245328184
955	0.02452487035
956	0.02451765223
957	0.02451093069
958	0.02449998842
959	0.02448555087
960	0.02446458579
961	0.02445216875
962	0.02443368071
963	0.02441102464
964	0.02439567291
965	0.02437885298
966	0.02437320819
967	0.02435362122
968	0.0243412544
969	0.02433132695
970	0.02427486953
971	0.02426342162
972	0.02424441608
973	0.02422449228
974	0.0242110023
975	0.024199599
976	0.02418251372
977	0.02416735809
978	0.02415755933
979	0.02414737613
980	0.0241367108
981	0.02413029196
982	0.02411704362
983	0.0241050814
984	0.02409217558
985	0.02408100665
986	0.02404822204
987	0.02402465111
988	0.02401098479
989	0.02399669663
990	0.02398009425
991	0.02395917731
992	0.02394719237
993	0.02393982306
994	0.02390140137
995	0.0238633138
996	0.02384290971
997	0.02382839294
998	0.02382141731
999	0.02380460916
